run_key,branch_role,intent,input_chars,branch_chars,char_ratio,input_word_count,branch_word_count,word_ratio,input_token_count,branch_token_count,identical,jaccard
ff8bd0b6-7443-4449-bb30-9318db20262b,paid_brave,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
ff8bd0b6-7443-4449-bb30-9318db20262b,paid_google,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
ff8bd0b6-7443-4449-bb30-9318db20262b,paid_other,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
ff8bd0b6-7443-4449-bb30-9318db20262b,neural,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
ff8bd0b6-7443-4449-bb30-9318db20262b,specialized,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
08110b45-75a8-4f4b-96fa-fc2c4bdc5343,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
08110b45-75a8-4f4b-96fa-fc2c4bdc5343,paid_brave,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
08110b45-75a8-4f4b-96fa-fc2c4bdc5343,paid_google,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
08110b45-75a8-4f4b-96fa-fc2c4bdc5343,paid_other,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
08110b45-75a8-4f4b-96fa-fc2c4bdc5343,neural,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
08110b45-75a8-4f4b-96fa-fc2c4bdc5343,specialized,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
9b50f5a7-0513-447e-89d2-ba4fb7e67a62,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
9b50f5a7-0513-447e-89d2-ba4fb7e67a62,paid_brave,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
9b50f5a7-0513-447e-89d2-ba4fb7e67a62,paid_google,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
9b50f5a7-0513-447e-89d2-ba4fb7e67a62,paid_other,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
9b50f5a7-0513-447e-89d2-ba4fb7e67a62,neural,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
9b50f5a7-0513-447e-89d2-ba4fb7e67a62,specialized,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
5229f521-bbb6-4856-8d90-bcb281430eeb,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
5229f521-bbb6-4856-8d90-bcb281430eeb,paid_brave,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
5229f521-bbb6-4856-8d90-bcb281430eeb,paid_google,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
5229f521-bbb6-4856-8d90-bcb281430eeb,paid_other,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
5229f521-bbb6-4856-8d90-bcb281430eeb,neural,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
5229f521-bbb6-4856-8d90-bcb281430eeb,specialized,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
1041e0d3-077e-4e87-84ca-47b2ac8368cf,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
1041e0d3-077e-4e87-84ca-47b2ac8368cf,paid_brave,ai_coding_and_infrastructure,29,36,1.2413793103448276,4,5,1.25,4,5,False,0.8
1041e0d3-077e-4e87-84ca-47b2ac8368cf,paid_google,ai_coding_and_infrastructure,29,87,3.0,4,10,2.5,4,10,False,0.16666666666666666
1041e0d3-077e-4e87-84ca-47b2ac8368cf,paid_other,ai_coding_and_infrastructure,29,72,2.4827586206896552,4,8,2.0,4,8,False,0.2
1041e0d3-077e-4e87-84ca-47b2ac8368cf,neural,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
1041e0d3-077e-4e87-84ca-47b2ac8368cf,specialized,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
24e0f50d-7de8-4820-b744-95a7fadfdcfe,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
24e0f50d-7de8-4820-b744-95a7fadfdcfe,paid_brave,ai_coding_and_infrastructure,29,36,1.2413793103448276,4,5,1.25,4,5,False,0.8
24e0f50d-7de8-4820-b744-95a7fadfdcfe,paid_google,ai_coding_and_infrastructure,29,87,3.0,4,10,2.5,4,10,False,0.16666666666666666
24e0f50d-7de8-4820-b744-95a7fadfdcfe,paid_other,ai_coding_and_infrastructure,29,72,2.4827586206896552,4,8,2.0,4,8,False,0.2
24e0f50d-7de8-4820-b744-95a7fadfdcfe,neural,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
24e0f50d-7de8-4820-b744-95a7fadfdcfe,specialized,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
07b5e1b9-ba79-48f2-9209-59012445cb46,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
07b5e1b9-ba79-48f2-9209-59012445cb46,paid_brave,ai_coding_and_infrastructure,29,36,1.2413793103448276,4,5,1.25,4,5,False,0.8
07b5e1b9-ba79-48f2-9209-59012445cb46,paid_google,ai_coding_and_infrastructure,29,70,2.413793103448276,4,9,2.25,4,8,False,0.2
07b5e1b9-ba79-48f2-9209-59012445cb46,paid_other,ai_coding_and_infrastructure,29,69,2.3793103448275863,4,9,2.25,4,9,False,0.18181818181818182
07b5e1b9-ba79-48f2-9209-59012445cb46,neural,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
07b5e1b9-ba79-48f2-9209-59012445cb46,specialized,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
c08937e0-ae20-4521-998b-c834142760be,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
c08937e0-ae20-4521-998b-c834142760be,paid_brave,ai_coding_and_infrastructure,29,36,1.2413793103448276,4,5,1.25,4,5,False,0.8
c08937e0-ae20-4521-998b-c834142760be,paid_google,ai_coding_and_infrastructure,29,55,1.896551724137931,4,6,1.5,4,6,False,0.25
c08937e0-ae20-4521-998b-c834142760be,paid_other,ai_coding_and_infrastructure,29,72,2.4827586206896552,4,8,2.0,4,8,False,0.2
c08937e0-ae20-4521-998b-c834142760be,neural,ai_coding_and_infrastructure,29,122,4.206896551724138,4,16,4.0,4,16,False,0.25
c08937e0-ae20-4521-998b-c834142760be,specialized,ai_coding_and_infrastructure,29,122,4.206896551724138,4,16,4.0,4,16,False,0.25
899eb188-05ce-49ec-ae12-83b8c61cce5e,original_free,ai_coding_and_infrastructure,29,29,1.0,4,4,1.0,4,4,True,1.0
899eb188-05ce-49ec-ae12-83b8c61cce5e,paid_brave,ai_coding_and_infrastructure,29,36,1.2413793103448276,4,5,1.25,4,5,False,0.8
899eb188-05ce-49ec-ae12-83b8c61cce5e,paid_google,ai_coding_and_infrastructure,29,87,3.0,4,10,2.5,4,10,False,0.16666666666666666
899eb188-05ce-49ec-ae12-83b8c61cce5e,paid_other,ai_coding_and_infrastructure,29,72,2.4827586206896552,4,8,2.0,4,8,False,0.2
899eb188-05ce-49ec-ae12-83b8c61cce5e,neural,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
899eb188-05ce-49ec-ae12-83b8c61cce5e,specialized,ai_coding_and_infrastructure,29,135,4.655172413793103,4,17,4.25,4,17,False,0.23529411764705882
2c131c81-99af-48ca-9b9a-b32c9c959d79,original_free,ai_coding_and_infrastructure,76,76,1.0,10,10,1.0,10,10,True,1.0
2c131c81-99af-48ca-9b9a-b32c9c959d79,paid_brave,ai_coding_and_infrastructure,76,87,1.144736842105263,10,12,1.2,10,11,False,0.5
2c131c81-99af-48ca-9b9a-b32c9c959d79,paid_google,ai_coding_and_infrastructure,76,77,1.013157894736842,10,10,1.0,10,10,False,0.42857142857142855
2c131c81-99af-48ca-9b9a-b32c9c959d79,paid_other,ai_coding_and_infrastructure,76,49,0.6447368421052632,10,7,0.7,10,7,False,0.21428571428571427
2c131c81-99af-48ca-9b9a-b32c9c959d79,neural,ai_coding_and_infrastructure,76,270,3.5526315789473686,10,37,3.7,10,37,False,0.20512820512820512
2c131c81-99af-48ca-9b9a-b32c9c959d79,specialized,ai_coding_and_infrastructure,76,270,3.5526315789473686,10,37,3.7,10,37,False,0.20512820512820512
f3929c3a-d25b-412d-9c92-b51f0862a408,original_free,general,10,10,1.0,2,2,1.0,2,2,True,1.0
f3929c3a-d25b-412d-9c92-b51f0862a408,paid_brave,general,10,30,3.0,2,6,3.0,2,5,False,0.4
f3929c3a-d25b-412d-9c92-b51f0862a408,paid_google,general,10,47,4.7,2,5,2.5,2,5,False,0.4
f3929c3a-d25b-412d-9c92-b51f0862a408,paid_other,general,10,49,4.9,2,9,4.5,2,9,False,0.2222222222222222
f3929c3a-d25b-412d-9c92-b51f0862a408,neural,general,10,112,11.2,2,18,9.0,2,18,False,0.1111111111111111
f3929c3a-d25b-412d-9c92-b51f0862a408,specialized,general,10,112,11.2,2,18,9.0,2,18,False,0.1111111111111111
10205441-53b0-435c-92fc-aedb6b6825af,original_free,general,26,26,1.0,4,4,1.0,4,4,True,1.0
10205441-53b0-435c-92fc-aedb6b6825af,paid_brave,general,26,33,1.2692307692307692,4,5,1.25,4,5,False,0.8
10205441-53b0-435c-92fc-aedb6b6825af,paid_google,general,26,48,1.8461538461538463,4,8,2.0,4,7,False,0.5714285714285714
10205441-53b0-435c-92fc-aedb6b6825af,paid_other,general,26,62,2.3846153846153846,4,9,2.25,4,9,False,0.4444444444444444
10205441-53b0-435c-92fc-aedb6b6825af,neural,general,26,139,5.346153846153846,4,20,5.0,4,20,False,0.14285714285714285
10205441-53b0-435c-92fc-aedb6b6825af,specialized,general,26,139,5.346153846153846,4,20,5.0,4,20,False,0.14285714285714285
074ddc77-e0a4-46f5-826e-0a6868e6d787,original_free,general,10,10,1.0,2,2,1.0,2,2,True,1.0
074ddc77-e0a4-46f5-826e-0a6868e6d787,paid_brave,general,10,42,4.2,2,8,4.0,2,7,False,0.2857142857142857
074ddc77-e0a4-46f5-826e-0a6868e6d787,paid_google,general,10,25,2.5,2,4,2.0,2,4,False,0.5
074ddc77-e0a4-46f5-826e-0a6868e6d787,paid_other,general,10,61,6.1,2,8,4.0,2,8,False,0.25
074ddc77-e0a4-46f5-826e-0a6868e6d787,neural,general,10,119,11.9,2,19,9.5,2,18,False,0.1111111111111111
074ddc77-e0a4-46f5-826e-0a6868e6d787,specialized,general,10,119,11.9,2,19,9.5,2,18,False,0.1111111111111111
d15f0910-85d0-49de-9a87-cd8b65e203c9,original_free,general,19,19,1.0,4,4,1.0,3,3,True,1.0
d15f0910-85d0-49de-9a87-cd8b65e203c9,paid_brave,general,19,42,2.210526315789474,4,7,1.75,3,6,False,0.5
d15f0910-85d0-49de-9a87-cd8b65e203c9,paid_google,general,19,48,2.526315789473684,4,8,2.0,3,7,False,0.42857142857142855
d15f0910-85d0-49de-9a87-cd8b65e203c9,paid_other,general,19,67,3.526315789473684,4,9,2.25,3,7,False,0.25
d15f0910-85d0-49de-9a87-cd8b65e203c9,neural,general,19,120,6.315789473684211,4,18,4.5,3,17,False,0.17647058823529413
d15f0910-85d0-49de-9a87-cd8b65e203c9,specialized,general,19,120,6.315789473684211,4,18,4.5,3,17,False,0.17647058823529413
b68dc359-db51-4025-a2e6-652627036ad5,original_free,general,24,24,1.0,5,5,1.0,4,4,True,1.0
b68dc359-db51-4025-a2e6-652627036ad5,paid_brave,general,24,47,1.9583333333333333,5,8,1.6,4,7,False,0.5714285714285714
b68dc359-db51-4025-a2e6-652627036ad5,paid_google,general,24,55,2.2916666666666665,5,9,1.8,4,8,False,0.2
b68dc359-db51-4025-a2e6-652627036ad5,paid_other,general,24,73,3.0416666666666665,5,13,2.6,4,11,False,0.25
b68dc359-db51-4025-a2e6-652627036ad5,neural,general,24,131,5.458333333333333,5,19,3.8,4,18,False,0.2222222222222222
b68dc359-db51-4025-a2e6-652627036ad5,specialized,general,24,131,5.458333333333333,5,19,3.8,4,18,False,0.2222222222222222
b77e4720-af5c-4a92-bccc-7b52aa4d9819,original_free,general,19,19,1.0,4,4,1.0,3,3,True,1.0
b77e4720-af5c-4a92-bccc-7b52aa4d9819,paid_brave,general,19,42,2.210526315789474,4,7,1.75,3,6,False,0.5
b77e4720-af5c-4a92-bccc-7b52aa4d9819,paid_google,general,19,57,3.0,4,8,2.0,3,7,False,0.42857142857142855
b77e4720-af5c-4a92-bccc-7b52aa4d9819,paid_other,general,19,51,2.6842105263157894,4,10,2.5,3,9,False,0.3333333333333333
b77e4720-af5c-4a92-bccc-7b52aa4d9819,neural,general,19,137,7.2105263157894735,4,21,5.25,3,20,False,0.15
b77e4720-af5c-4a92-bccc-7b52aa4d9819,specialized,general,19,137,7.2105263157894735,4,21,5.25,3,20,False,0.15
fdd59047-74b4-4762-bcea-0ffd38ba6085,original_free,general,19,19,1.0,4,4,1.0,3,3,True,1.0
fdd59047-74b4-4762-bcea-0ffd38ba6085,paid_brave,general,19,42,2.210526315789474,4,7,1.75,3,6,False,0.5
fdd59047-74b4-4762-bcea-0ffd38ba6085,paid_google,general,19,46,2.4210526315789473,4,8,2.0,3,7,False,0.42857142857142855
fdd59047-74b4-4762-bcea-0ffd38ba6085,paid_other,general,19,45,2.3684210526315788,4,9,2.25,3,8,False,0.375
fdd59047-74b4-4762-bcea-0ffd38ba6085,neural,general,19,118,6.2105263157894735,4,19,4.75,3,18,False,0.16666666666666666
fdd59047-74b4-4762-bcea-0ffd38ba6085,specialized,general,19,118,6.2105263157894735,4,19,4.75,3,18,False,0.16666666666666666
7e796f15-eafa-4318-bdf1-65ac269dd347,original_free,ai_coding_and_infrastructure,6,6,1.0,1,1,1.0,1,1,True,1.0
7e796f15-eafa-4318-bdf1-65ac269dd347,paid_brave,ai_coding_and_infrastructure,6,13,2.1666666666666665,1,2,2.0,1,2,False,0.5
7e796f15-eafa-4318-bdf1-65ac269dd347,paid_google,ai_coding_and_infrastructure,6,35,5.833333333333333,1,5,5.0,1,5,False,0.2
7e796f15-eafa-4318-bdf1-65ac269dd347,paid_other,ai_coding_and_infrastructure,6,28,4.666666666666667,1,4,4.0,1,4,False,0.25
7e796f15-eafa-4318-bdf1-65ac269dd347,neural,ai_coding_and_infrastructure,6,82,13.666666666666666,1,13,13.0,1,13,False,0.07692307692307693
7e796f15-eafa-4318-bdf1-65ac269dd347,specialized,ai_coding_and_infrastructure,6,82,13.666666666666666,1,13,13.0,1,13,False,0.07692307692307693
c6526e72-828c-4769-ae14-43b04bf629cd,original_free,ai_coding_and_infrastructure,6,6,1.0,1,1,1.0,1,1,True,1.0
c6526e72-828c-4769-ae14-43b04bf629cd,paid_brave,ai_coding_and_infrastructure,6,18,3.0,1,3,3.0,1,3,False,0.3333333333333333
c6526e72-828c-4769-ae14-43b04bf629cd,paid_google,ai_coding_and_infrastructure,6,45,7.5,1,7,7.0,1,6,False,0.16666666666666666
c6526e72-828c-4769-ae14-43b04bf629cd,paid_other,ai_coding_and_infrastructure,6,43,7.166666666666667,1,6,6.0,1,6,False,0.16666666666666666
c6526e72-828c-4769-ae14-43b04bf629cd,neural,ai_coding_and_infrastructure,6,82,13.666666666666666,1,14,14.0,1,14,False,0.07142857142857142
c6526e72-828c-4769-ae14-43b04bf629cd,specialized,ai_coding_and_infrastructure,6,82,13.666666666666666,1,14,14.0,1,14,False,0.07142857142857142
cedde1af-8709-4ada-9bb2-8c948c3524c4,original_free,ai_coding_and_infrastructure,6,6,1.0,1,1,1.0,1,1,True,1.0
cedde1af-8709-4ada-9bb2-8c948c3524c4,paid_brave,ai_coding_and_infrastructure,6,18,3.0,1,3,3.0,1,3,False,0.3333333333333333
cedde1af-8709-4ada-9bb2-8c948c3524c4,paid_google,ai_coding_and_infrastructure,6,50,8.333333333333334,1,7,7.0,1,6,False,0.16666666666666666
cedde1af-8709-4ada-9bb2-8c948c3524c4,paid_other,ai_coding_and_infrastructure,6,45,7.5,1,8,8.0,1,8,False,0.125
cedde1af-8709-4ada-9bb2-8c948c3524c4,neural,ai_coding_and_infrastructure,6,102,17.0,1,16,16.0,1,16,False,0.0625
cedde1af-8709-4ada-9bb2-8c948c3524c4,specialized,ai_coding_and_infrastructure,6,102,17.0,1,16,16.0,1,16,False,0.0625
abaa22b3-4fda-4365-87af-cbaa513517aa,original_free,ai_coding_and_infrastructure,6,6,1.0,1,1,1.0,1,1,True,1.0
abaa22b3-4fda-4365-87af-cbaa513517aa,paid_brave,ai_coding_and_infrastructure,6,39,6.5,1,6,6.0,1,5,False,0.2
abaa22b3-4fda-4365-87af-cbaa513517aa,paid_google,ai_coding_and_infrastructure,6,49,8.166666666666666,1,8,8.0,1,8,False,0.125
abaa22b3-4fda-4365-87af-cbaa513517aa,paid_other,ai_coding_and_infrastructure,6,59,9.833333333333334,1,9,9.0,1,9,False,0.1111111111111111
abaa22b3-4fda-4365-87af-cbaa513517aa,neural,ai_coding_and_infrastructure,6,93,15.5,1,15,15.0,1,15,False,0.06666666666666667
abaa22b3-4fda-4365-87af-cbaa513517aa,specialized,ai_coding_and_infrastructure,6,93,15.5,1,15,15.0,1,15,False,0.06666666666666667
236b2a75-5322-4d05-9025-01b7b3fc227b,original_free,general,19,19,1.0,4,4,1.0,3,3,True,1.0
236b2a75-5322-4d05-9025-01b7b3fc227b,paid_brave,general,19,42,2.210526315789474,4,7,1.75,3,6,False,0.5
236b2a75-5322-4d05-9025-01b7b3fc227b,paid_google,general,19,48,2.526315789473684,4,8,2.0,3,7,False,0.42857142857142855
236b2a75-5322-4d05-9025-01b7b3fc227b,paid_other,general,19,50,2.6315789473684212,4,9,2.25,3,8,False,0.375
236b2a75-5322-4d05-9025-01b7b3fc227b,neural,general,19,118,6.2105263157894735,4,18,4.5,3,17,False,0.17647058823529413
236b2a75-5322-4d05-9025-01b7b3fc227b,specialized,general,19,118,6.2105263157894735,4,18,4.5,3,17,False,0.17647058823529413
8a118083-ba42-422c-903c-0324ba87854f,original_free,general,24,24,1.0,3,3,1.0,3,3,True,1.0
8a118083-ba42-422c-903c-0324ba87854f,paid_brave,general,24,48,2.0,3,6,2.0,3,6,False,0.5
8a118083-ba42-422c-903c-0324ba87854f,paid_google,general,24,39,1.625,3,6,2.0,3,6,False,0.2857142857142857
8a118083-ba42-422c-903c-0324ba87854f,paid_other,general,24,45,1.875,3,8,2.6666666666666665,3,8,False,0.2222222222222222
8a118083-ba42-422c-903c-0324ba87854f,neural,general,24,89,3.7083333333333335,3,12,4.0,3,12,False,0.15384615384615385
8a118083-ba42-422c-903c-0324ba87854f,specialized,general,24,89,3.7083333333333335,3,12,4.0,3,12,False,0.15384615384615385
f525eaf4-fe73-4830-9341-62db69dd4a03,original_free,general,18,18,1.0,2,2,1.0,2,2,True,1.0
f525eaf4-fe73-4830-9341-62db69dd4a03,paid_brave,general,18,46,2.5555555555555554,2,6,3.0,2,5,False,0.4
f525eaf4-fe73-4830-9341-62db69dd4a03,paid_google,general,18,54,3.0,2,7,3.5,2,7,False,0.2857142857142857
f525eaf4-fe73-4830-9341-62db69dd4a03,paid_other,general,18,44,2.4444444444444446,2,7,3.5,2,7,False,0.2857142857142857
f525eaf4-fe73-4830-9341-62db69dd4a03,neural,general,18,115,6.388888888888889,2,17,8.5,2,15,False,0.13333333333333333
